posting_id,title,company,location,work_type,salary_min,salary_max,required_skills,experience_years,posted_date,uw_partnership,is_duplicate_flag,status
JOB-0175,Business Operations Analyst,Deloitte,"Bellevue, WA",Hybrid,90000,115000,SQL; Python; dbt; GCP,2,2023-02-19,True,False,Expired
JOB-0176,Marketing Data Analyst,Convoy,"Seattle, WA",Hybrid,80000,100000,Stakeholder Management; Statistics; Snowflake; Azure,3,2023-11-26,False,True,Expired
JOB-0177,Jr. Data Analyst,REI,Remote,On-site,65000,80000,BigQuery; Snowflake; Machine Learning; SQL; Stakeholder Management; Python,2,2024-06-07,False,False,Active
JOB-0178,Analytics Engineer,Starbucks,"Kirkland, WA",On-site,,,AWS; Stakeholder Management; Excel; Snowflake,3,2024-12-25,False,False,Active
JOB-0179,Business Intelligence Analyst,Remitly,"Seattle, WA",Hybrid,90000,110000,Stakeholder Management; R; AWS; Tableau; dbt; SQL; GCP,0,2024-11-16,False,False,Active
JOB-0180,Product Analyst,PwC,"Redmond, WA",On-site,,,dbt; A/B Testing; Excel; R; Machine Learning,2,2024-08-01,True,False,Active
JOB-0181,Jr. Data Scientist,Costco,"Kirkland, WA",Remote,,,Azure; Power BI; Stakeholder Management; Python; Tableau; Looker,1,2023-02-10,False,False,Expired
JOB-0182,Ops Analyst,Amazon,Remote,Remote,80000,95000,Python; Excel; Statistics; Data Modeling; Stakeholder Management; Tableau,2,2024-07-26,False,False,Active
JOB-0183,Product Data Analyst,EY,"Redmond, WA",Remote,80000,90000,Machine Learning; SQL; Communication; AWS; Stakeholder Management,1,2024-11-10,False,False,Active
JOB-0184,Business Operations Analyst,McKinsey,"Seattle, WA",Hybrid,,,R; Snowflake; Power BI; Azure; Statistics; SQL,1,2024-08-17,False,False,Active
JOB-0185,Jr. Data Engineer,REI,Remote,On-site,,,Snowflake; Stakeholder Management; A/B Testing,1,2024-12-01,False,False,Active
JOB-0186,Product Analyst,Starbucks,"Seattle, WA",On-site,,,Azure; SQL; Stakeholder Management,1,2024-12-25,False,False,Active
JOB-0187,Data Engineer,Tableau,"Bellevue, WA",Hybrid,115000,135000,Snowflake; SQL; Python,3,2024-06-27,False,False,Active
JOB-0188,Growth Analyst,Highspot,"Bellevue, WA",On-site,72000,97000,AWS; Excel; R; GCP; Statistics; Snowflake,2,2024-11-15,False,False,Active
JOB-0189,Ops Analyst,Auth0,Remote,Hybrid,115000,135000,Statistics; AWS; Python; R; Machine Learning; Spark,1,2023-08-13,False,False,Expired
JOB-0190,Data Analyst,Providence Health,"Bellevue, WA",Hybrid,115000,130000,Machine Learning; dbt; Looker; A/B Testing,3,2024-07-05,False,False,Active
JOB-0191,Growth Analyst,Seattle Children's,Remote,Remote,,,Communication; Power BI; Tableau,2,2024-11-10,False,False,Active
JOB-0192,Marketing Data Analyst,Amazon,"Redmond, WA",Remote,72000,92000,Excel; AWS; Looker; SQL,0,2024-08-18,False,False,Active
JOB-0193,Product Analyst,IQVIA,"Kirkland, WA",On-site,115000,130000,Statistics; Looker; Stakeholder Management; Machine Learning; BigQuery; Azure; Excel,1,2024-07-09,False,False,Active
JOB-0194,Associate Data Engineer,EY,"Seattle, WA",On-site,80000,105000,BigQuery; Spark; A/B Testing; GCP; Python,1,2024-09-02,False,False,Active
JOB-0195,Product Analyst,Boeing,"Kirkland, WA",Remote,65000,90000,Statistics; Power BI; Python,2,2024-11-09,False,False,Active
JOB-0196,Data Analyst I,Zillow,"Seattle, WA",Remote,,,Python; dbt; SQL,3,2024-08-24,False,False,Active
JOB-0197,Business Operations Analyst,T-Mobile,"Redmond, WA",Remote,72000,87000,GCP; Snowflake; Machine Learning; Python; AWS,1,2024-06-01,False,False,Active
JOB-0198,Marketing Data Analyst,Microsoft,Remote,On-site,115000,130000,Python; Machine Learning; Communication; Snowflake; GCP; Looker; Statistics,0,2023-04-27,False,False,Expired
JOB-0199,FP&A Analyst,Providence Health,"Seattle, WA",Hybrid,65000,90000,Spark; Python; R; Tableau; Statistics; BigQuery; Power BI,2,2024-09-07,False,False,Active
JOB-0200,Jr. Data Engineer,Outreach,"Kirkland, WA",On-site,115000,130000,Azure; Looker; Communication; Power BI; R; BigQuery; Excel,3,2024-12-26,False,False,Active
JOB-0201,Jr. Data Engineer,McKinsey,"Redmond, WA",On-site,80000,95000,Communication; AWS; Spark; R; Looker; Snowflake,1,2024-08-07,False,False,Active
JOB-0202,Operations Analyst,Microsoft,Remote,On-site,55000,70000,Communication; Tableau; R; GCP; Snowflake; Looker; Statistics,0,2024-07-21,True,False,Active
JOB-0203,FP&A Analyst,PwC,"Kirkland, WA",On-site,90000,105000,GCP; Communication; Machine Learning; Tableau,2,2024-08-17,False,False,Active
JOB-0204,Finance Analyst,Outreach,"Seattle, WA",Hybrid,100000,120000,Stakeholder Management; BigQuery; Communication,2,2024-11-23,False,False,Active
JOB-0205,Product Analyst,Seattle Children's,Remote,Remote,72000,87000,Looker; A/B Testing; Snowflake; AWS; GCP,1,2024-10-14,False,False,Active
JOB-0206,Associate Financial Analyst,Providence Health,Remote,Remote,80000,95000,R; AWS; dbt; SQL; Statistics,2,2024-11-11,False,False,Active
JOB-0207,Data Analyst I,Auth0,"Seattle, WA",Remote,,,Looker; Python; AWS,2,2024-06-16,False,False,Active
JOB-0208,Product Data Analyst,Starbucks,Remote,Remote,,,Excel; Stakeholder Management; Spark; Statistics; GCP; dbt,2,2024-10-26,False,False,Active
JOB-0209,"Analyst, Data",Seattle Children's,"Seattle, WA",Hybrid,65000,80000,BigQuery; Statistics; Python; Tableau; Communication; Azure,2,2024-08-14,False,True,Active
JOB-0210,BI Developer,Microsoft,"Seattle, WA",Remote,72000,92000,Communication; Excel; R; Azure,1,2024-09-11,True,False,Active
JOB-0211,Jr. Data Analyst,PwC,"Seattle, WA",On-site,65000,90000,Python; R; A/B Testing,1,2024-09-02,False,False,Active
JOB-0212,Data Analyst I,Auth0,Remote,Hybrid,90000,110000,Azure; R; Statistics; AWS; dbt,1,2024-10-06,False,False,Active
JOB-0213,Financial Analyst,Accenture,"Seattle, WA",On-site,65000,90000,dbt; GCP; AWS; Statistics,0,2024-07-04,False,False,Active
JOB-0214,Data Analyst,EY,Remote,Remote,100000,110000,Communication; Looker; R; Data Modeling,0,2024-10-02,False,False,Active
JOB-0215,Business Operations Analyst,Starbucks,"Kirkland, WA",Hybrid,100000,125000,R; Tableau; BigQuery,3,2024-08-22,False,False,Active
JOB-0216,"Analyst, Data",Microsoft,"Bellevue, WA",On-site,80000,95000,Communication; Machine Learning; Looker; Spark; Power BI; A/B Testing,3,2024-10-16,False,False,Active
JOB-0217,Data Scientist,Outreach,"Bellevue, WA",On-site,80000,90000,Azure; Python; dbt; Stakeholder Management; Statistics; Looker,1,2024-08-28,False,False,Active
JOB-0218,Operations Analyst,Expedia,"Bellevue, WA",Hybrid,80000,90000,Power BI; Looker; A/B Testing; Azure; BigQuery; R; AWS,1,2023-10-22,False,False,Expired
JOB-0219,Associate Data Analyst,Amazon,Remote,Remote,55000,80000,A/B Testing; Excel; Spark; R; Statistics; dbt; Machine Learning,2,2024-06-04,False,False,Active
JOB-0220,Business Intelligence Analyst,Amazon,"Kirkland, WA",Remote,115000,135000,Stakeholder Management; Tableau; Excel; Communication,1,2024-09-02,True,False,Active
JOB-0221,Associate Financial Analyst,Amazon,Remote,Hybrid,90000,105000,SQL; Python; Statistics; Excel; Azure; Stakeholder Management; AWS,2,2024-06-26,True,False,Active
JOB-0222,Business Intelligence Analyst,REI,"Seattle, WA",Hybrid,80000,100000,SQL; Tableau; Azure; dbt,2,2024-09-07,False,True,Active
JOB-0223,Associate Data Analyst,McKinsey,"Seattle, WA",Remote,100000,125000,Stakeholder Management; Power BI; SQL; AWS; Communication; Snowflake,2,2024-12-20,False,False,Active
JOB-0224,Marketing Analyst,McKinsey,"Kirkland, WA",On-site,55000,75000,Machine Learning; Data Modeling; Spark; Looker; Tableau; Communication,3,2024-10-24,False,False,Active
JOB-0225,Marketing Analyst,Auth0,"Seattle, WA",Remote,,,Stakeholder Management; BigQuery; SQL; Communication; Azure; GCP; Spark,1,2024-12-08,False,False,Active
JOB-0226,Jr. Data Analyst,Auth0,"Bellevue, WA",Hybrid,,,BigQuery; GCP; Excel; Snowflake,3,2024-12-17,False,False,Active
JOB-0227,Marketing Data Analyst,Accenture,"Seattle, WA",Hybrid,115000,135000,AWS; Power BI; Machine Learning; SQL; Python; dbt; Data Modeling,3,2024-12-18,False,False,Active
JOB-0228,Marketing Analyst,Providence Health,"Bellevue, WA",Hybrid,100000,125000,SQL; dbt; Data Modeling,1,2024-11-16,False,False,Active
JOB-0229,Digital Marketing Analyst,Zillow,"Redmond, WA",On-site,72000,92000,Data Modeling; R; Stakeholder Management; Tableau; Machine Learning; Communication,2,2024-06-25,False,False,Active
JOB-0230,Product Analyst,Amazon,Remote,Remote,,,GCP; Python; Data Modeling; Looker; AWS; Power BI,0,2024-09-12,False,False,Active
JOB-0231,Data Analyst,Outreach,"Kirkland, WA",On-site,55000,70000,Power BI; AWS; Azure; Communication; Statistics,0,2024-08-14,False,False,Active
JOB-0232,Ops Analyst,Seattle Children's,"Bellevue, WA",On-site,90000,115000,Communication; Looker; Azure; dbt; Snowflake; Spark,1,2024-06-06,False,False,Active
JOB-0233,Data Scientist I,PwC,"Redmond, WA",Hybrid,,,Communication; A/B Testing; Azure; GCP; Spark; Snowflake; Power BI,2,2024-07-25,False,False,Active
JOB-0234,FP&A Analyst,Zillow,"Bellevue, WA",On-site,72000,82000,Power BI; Data Modeling; Snowflake; Azure; Statistics; Python; Excel,1,2024-09-03,False,False,Active
JOB-0235,Growth Analyst,Providence Health,Remote,Remote,,,Excel; Power BI; R; Data Modeling,2,2024-06-03,False,False,Active
JOB-0236,Associate Data Analyst,Deloitte,"Redmond, WA",Hybrid,100000,120000,dbt; Machine Learning; R; Spark; Power BI,2,2024-12-01,True,False,Active
JOB-0237,Associate Product Analyst,Providence Health,"Bellevue, WA",Remote,65000,90000,BigQuery; Statistics; Power BI; Spark; Machine Learning; SQL,1,2024-08-28,False,False,Active
JOB-0238,Associate Data Engineer,Convoy,Remote,Hybrid,,,SQL; Excel; GCP; AWS; dbt,0,2024-08-01,False,False,Active
JOB-0239,Ops Analyst,Tableau,"Kirkland, WA",Remote,115000,125000,A/B Testing; BigQuery; Looker; Spark,2,2023-05-14,False,False,Expired
JOB-0240,Jr. Data Analyst,Providence Health,"Bellevue, WA",Hybrid,,,Statistics; SQL; Tableau; Python; AWS,3,2023-10-19,False,False,Expired
JOB-0241,Product Analyst,Expedia,"Redmond, WA",Remote,90000,100000,Machine Learning; Statistics; Snowflake; Communication; Stakeholder Management,2,2024-06-04,False,False,Active
JOB-0242,"Analyst, Data",Highspot,"Seattle, WA",Hybrid,,,dbt; Stakeholder Management; AWS,2,2024-10-23,False,False,Active
JOB-0243,Business Intelligence Developer,T-Mobile,"Bellevue, WA",Remote,65000,80000,Power BI; Stakeholder Management; AWS; Data Modeling; R; Excel; Statistics,2,2024-09-22,False,False,Active
JOB-0244,Product Analyst,Remitly,"Bellevue, WA",Hybrid,115000,140000,R; Tableau; Stakeholder Management; Statistics; Snowflake; Spark,2,2024-07-02,False,False,Active
JOB-0245,Digital Marketing Analyst,Providence Health,"Seattle, WA",Remote,90000,110000,Excel; R; Tableau,2,2024-12-25,False,False,Active
JOB-0246,"Analyst, Data",Boeing,"Redmond, WA",Remote,,,AWS; Power BI; Statistics; Azure; BigQuery; Excel,0,2024-06-20,False,False,Active
JOB-0247,BI Developer,Seattle Children's,"Bellevue, WA",Hybrid,,,Snowflake; Python; Communication; Looker; Power BI,2,2024-10-02,False,False,Active
JOB-0248,Associate Data Scientist,Costco,Remote,Remote,80000,90000,Communication; Looker; GCP; BigQuery; Spark; SQL; Stakeholder Management,0,2024-10-26,False,False,Active
JOB-0249,Business Intelligence Developer,Microsoft,Remote,Remote,,,BigQuery; Statistics; AWS; Python; Snowflake,2,2023-09-22,False,False,Expired
JOB-0250,Data Analyst,Highspot,"Kirkland, WA",Hybrid,115000,125000,R; GCP; Machine Learning; BigQuery,3,2024-09-26,False,False,Active
JOB-0251,BI Analyst,IQVIA,"Bellevue, WA",Hybrid,,,Spark; Power BI; Communication; Azure; dbt; R; Excel,1,2024-08-01,False,False,Active
JOB-0252,Marketing Data Analyst,Microsoft,"Redmond, WA",Remote,,,Tableau; Data Modeling; Looker; Azure; A/B Testing,1,2024-06-13,False,False,Active
JOB-0253,Finance Analyst,Expedia,"Kirkland, WA",On-site,100000,125000,AWS; Excel; Azure; Machine Learning,0,2024-11-28,False,False,Active
JOB-0254,Jr. Data Analyst,Microsoft,"Kirkland, WA",Remote,100000,115000,Snowflake; Spark; BigQuery; Machine Learning; Azure,1,2023-04-12,False,False,Expired
JOB-0255,Finance Analyst,Microsoft,"Seattle, WA",Remote,,,Stakeholder Management; Python; SQL; R,1,2024-12-23,True,False,Active
JOB-0256,Jr. Data Engineer,Microsoft,"Bellevue, WA",On-site,,,Data Modeling; Excel; Communication; Power BI; Statistics,3,2024-11-01,False,False,Active
JOB-0257,Product Analyst,Deloitte,"Kirkland, WA",Hybrid,,,Power BI; dbt; Statistics; Stakeholder Management; A/B Testing,0,2024-10-28,True,False,Active
JOB-0258,Associate Data Engineer,EY,Remote,Hybrid,100000,120000,Looker; R; Excel; Power BI; BigQuery; Spark; Data Modeling,3,2024-12-15,False,False,Active
JOB-0259,Analytics Engineer,Providence Health,Remote,On-site,,,Power BI; Python; Data Modeling; Excel; SQL; dbt; Spark,2,2024-06-13,False,False,Active
JOB-0260,Business Intelligence Developer,Outreach,"Redmond, WA",On-site,80000,100000,AWS; Tableau; A/B Testing; GCP; dbt; Snowflake,1,2024-11-09,False,True,Active
JOB-0261,Business Intelligence Developer,Microsoft,"Seattle, WA",Hybrid,72000,87000,Looker; SQL; Azure; dbt; R,2,2024-11-22,True,False,Active
JOB-0262,Jr. Data Engineer,Providence Health,"Redmond, WA",Remote,80000,95000,Tableau; Statistics; GCP,2,2024-07-02,False,False,Active
JOB-0263,Associate Data Analyst,KPMG,"Redmond, WA",Remote,72000,92000,Tableau; SQL; Machine Learning; Power BI,1,2024-11-08,False,False,Active
JOB-0264,Business Intelligence Developer,Outreach,"Redmond, WA",Hybrid,55000,80000,Communication; Data Modeling; Stakeholder Management; GCP,2,2024-07-19,False,False,Active
JOB-0265,Data Scientist,Microsoft,"Redmond, WA",Remote,,,Looker; dbt; GCP; Excel; Data Modeling,1,2024-07-17,False,False,Active
JOB-0266,Digital Marketing Analyst,Costco,"Kirkland, WA",On-site,,,Communication; Looker; Power BI; Tableau; dbt; Python; Statistics,3,2024-08-25,False,False,Active
JOB-0267,Growth Analyst,Deloitte,Remote,On-site,115000,125000,Communication; Stakeholder Management; Snowflake; Statistics; SQL; GCP; Azure,2,2024-07-03,False,False,Active
JOB-0268,FP&A Analyst,PwC,"Kirkland, WA",Hybrid,,,dbt; Python; Tableau; Power BI; Machine Learning,3,2024-09-05,True,False,Active
JOB-0269,Associate Product Analyst,McKinsey,"Redmond, WA",On-site,,,Data Modeling; Machine Learning; A/B Testing; Looker; SQL; Stakeholder Management; Snowflake,0,2024-10-06,False,True,Active
JOB-0270,Associate Product Analyst,Expedia,"Kirkland, WA",Remote,100000,120000,Stakeholder Management; Machine Learning; Azure,2,2024-10-28,False,False,Active
JOB-0271,Finance Analyst,Seattle Children's,"Redmond, WA",Hybrid,100000,110000,AWS; Communication; Data Modeling; Machine Learning; Excel; A/B Testing; Snowflake,3,2024-11-21,False,False,Active
JOB-0272,Associate Product Analyst,Boeing,Remote,Hybrid,65000,80000,Power BI; Spark; R; dbt; GCP,1,2024-06-06,True,False,Active
JOB-0273,Digital Marketing Analyst,Amazon,"Seattle, WA",On-site,,,SQL; Excel; AWS,1,2024-08-21,False,False,Active
JOB-0274,Analytics Engineer,Deloitte,"Bellevue, WA",On-site,65000,80000,dbt; Tableau; A/B Testing; Machine Learning; Excel; Looker; Snowflake,2,2024-10-18,False,False,Active
JOB-0275,Business Intelligence Analyst,McKinsey,Remote,Remote,100000,110000,SQL; Data Modeling; Python; Power BI; Communication; Statistics,2,2024-06-16,False,False,Active
JOB-0276,Marketing Data Analyst,Remitly,"Seattle, WA",On-site,90000,110000,Tableau; R; Data Modeling; Snowflake,1,2024-06-27,False,True,Active
JOB-0277,Growth Analyst,Costco,"Bellevue, WA",Remote,,,Snowflake; SQL; A/B Testing; Power BI; Excel,0,2024-06-10,False,False,Active
JOB-0278,Analytics Engineer,McKinsey,"Kirkland, WA",On-site,115000,125000,SQL; Spark; R,3,2024-10-13,False,False,Active
JOB-0279,Associate Data Analyst,Deloitte,"Redmond, WA",Remote,80000,90000,Tableau; Statistics; dbt; Looker; Data Modeling,2,2024-07-16,True,False,Active
JOB-0280,Associate Financial Analyst,Starbucks,Remote,On-site,90000,115000,Power BI; Machine Learning; Communication; Tableau,1,2024-06-09,False,False,Active
JOB-0281,Marketing Data Analyst,Outreach,"Bellevue, WA",Remote,100000,115000,Tableau; Excel; A/B Testing; Power BI,2,2024-10-05,False,False,Active
JOB-0282,"Analyst, Data",Zillow,"Bellevue, WA",Remote,115000,125000,Communication; Azure; Looker; Power BI,3,2024-07-01,False,False,Active
JOB-0283,Growth Analyst,Accenture,"Seattle, WA",On-site,115000,140000,A/B Testing; Statistics; Python; GCP,3,2024-12-15,False,False,Active
JOB-0284,Product Data Analyst,Tableau,"Bellevue, WA",Remote,115000,130000,Azure; Tableau; Power BI; AWS,2,2024-06-20,False,False,Active
JOB-0285,Analytics Engineer,Costco,"Redmond, WA",On-site,,,Spark; Looker; Data Modeling,1,2024-10-12,False,False,Active
JOB-0286,Data Engineer,Highspot,"Seattle, WA",Hybrid,72000,92000,Tableau; Python; BigQuery; AWS; Communication,1,2024-11-26,False,False,Active
JOB-0287,FP&A Analyst,Seattle Children's,"Seattle, WA",Hybrid,,,BigQuery; Statistics; Snowflake; R; Excel; SQL,3,2024-08-26,False,False,Active
JOB-0288,Marketing Data Analyst,Deloitte,"Redmond, WA",On-site,80000,105000,Tableau; A/B Testing; Stakeholder Management,0,2024-11-22,False,False,Active
JOB-0289,Finance Analyst,Providence Health,"Bellevue, WA",On-site,80000,90000,Machine Learning; Excel; A/B Testing; R; Snowflake; dbt; Azure,2,2024-11-14,False,False,Active
JOB-0290,Data Scientist I,Seattle Children's,Remote,Hybrid,,,Excel; Snowflake; A/B Testing; dbt; Spark,2,2024-08-05,False,False,Active
JOB-0291,Business Operations Analyst,Zillow,"Bellevue, WA",Hybrid,72000,92000,Communication; GCP; Python; Machine Learning; BigQuery; SQL,3,2024-07-12,False,False,Active
JOB-0292,Ops Analyst,KPMG,Remote,Hybrid,72000,97000,Data Modeling; GCP; Statistics; R; Spark; BigQuery; A/B Testing,2,2024-11-05,False,False,Active
JOB-0293,Ops Analyst,PwC,"Redmond, WA",Hybrid,115000,125000,SQL; dbt; Excel; Power BI; Data Modeling; Statistics; GCP,2,2024-07-01,False,False,Active
JOB-0294,BI Analyst,Microsoft,Remote,On-site,,,Stakeholder Management; BigQuery; Excel,1,2024-09-07,True,False,Active
JOB-0295,Data Scientist I,Accenture,Remote,Hybrid,100000,120000,Machine Learning; A/B Testing; Python,0,2024-08-12,False,False,Active
JOB-0296,Operations Analyst,IQVIA,"Kirkland, WA",Hybrid,90000,100000,Looker; Python; BigQuery; AWS; Stakeholder Management; Azure,2,2024-07-02,False,False,Active
JOB-0297,Data Engineer,Starbucks,"Bellevue, WA",Remote,65000,90000,Tableau; Azure; Communication; Data Modeling; Machine Learning; Looker,1,2023-12-07,False,False,Expired
JOB-0298,Business Intelligence Developer,Starbucks,"Bellevue, WA",On-site,80000,95000,AWS; Spark; Stakeholder Management; Tableau; A/B Testing; Python,1,2024-07-18,False,False,Active
JOB-0299,Finance Analyst,Expedia,"Kirkland, WA",On-site,55000,70000,GCP; BigQuery; dbt; Excel; SQL; Azure; Spark,1,2024-09-15,False,False,Active
JOB-0300,Data Analyst,Starbucks,"Redmond, WA",Remote,80000,100000,AWS; A/B Testing; Spark,2,2023-03-06,False,False,Expired
JOB-0301,Digital Marketing Analyst,IQVIA,Remote,Hybrid,55000,80000,Azure; AWS; Statistics; Data Modeling,0,2024-06-03,False,False,Active
JOB-0302,Financial Analyst,PwC,"Kirkland, WA",On-site,,,Data Modeling; BigQuery; AWS; Statistics; Communication; Snowflake; Looker,1,2024-10-22,True,False,Active
JOB-0303,Growth Analyst,Nordstrom,"Bellevue, WA",Hybrid,,,GCP; dbt; Stakeholder Management; A/B Testing; Machine Learning; Communication; Data Modeling,1,2024-10-11,False,False,Active
JOB-0304,Marketing Data Analyst,T-Mobile,"Kirkland, WA",Remote,55000,80000,Machine Learning; R; Tableau; Data Modeling; Statistics,2,2024-11-07,False,False,Active
JOB-0305,Growth Analyst,REI,"Seattle, WA",Hybrid,,,Python; Stakeholder Management; Machine Learning; Data Modeling,0,2024-06-25,False,False,Active
JOB-0306,Marketing Data Analyst,Remitly,"Redmond, WA",On-site,90000,105000,Communication; BigQuery; SQL; Power BI; Python,0,2024-08-26,False,False,Active
JOB-0307,Data Engineer,Nordstrom,"Redmond, WA",Remote,80000,100000,Data Modeling; A/B Testing; R; dbt; Statistics,1,2024-12-12,False,False,Active
JOB-0308,Product Analyst,Deloitte,Remote,On-site,,,dbt; Data Modeling; Azure; Communication,1,2024-10-18,True,False,Active
JOB-0309,Jr. Data Scientist,Remitly,Remote,Remote,,,Excel; dbt; GCP,2,2024-10-21,False,False,Active
JOB-0310,Associate Data Scientist,Auth0,"Bellevue, WA",Hybrid,115000,140000,SQL; Python; Looker; GCP,0,2024-12-09,False,False,Active
JOB-0311,Ops Analyst,Microsoft,Remote,Remote,,,Data Modeling; SQL; GCP,2,2024-12-15,True,False,Active
JOB-0312,Product Data Analyst,Expedia,"Kirkland, WA",Hybrid,115000,130000,Spark; Snowflake; Machine Learning; Tableau,3,2024-11-11,False,False,Active
JOB-0313,Business Intelligence Developer,Tableau,"Seattle, WA",On-site,55000,70000,dbt; Tableau; Azure,1,2024-07-21,False,False,Active
JOB-0314,Jr. Data Scientist,Boeing,"Kirkland, WA",Hybrid,55000,75000,GCP; Data Modeling; Tableau; Machine Learning; Snowflake; dbt; Stakeholder Management,2,2023-11-04,False,False,Expired
JOB-0315,Marketing Analyst,T-Mobile,"Seattle, WA",Hybrid,90000,115000,BigQuery; Communication; Statistics; Excel; AWS; Python; Tableau,3,2024-08-06,False,False,Active
JOB-0316,Business Operations Analyst,Microsoft,"Redmond, WA",Hybrid,80000,100000,Python; Data Modeling; Looker,1,2024-12-26,False,False,Active
JOB-0317,Jr. Data Analyst,Starbucks,"Bellevue, WA",Remote,,,Spark; R; Communication,1,2024-06-15,False,False,Active
JOB-0318,Associate Data Engineer,Outreach,"Seattle, WA",On-site,100000,110000,BigQuery; GCP; Azure; Tableau; R; Communication; Power BI,1,2024-08-18,False,False,Active
JOB-0319,Associate Financial Analyst,Boeing,"Bellevue, WA",Remote,72000,92000,Power BI; Stakeholder Management; Communication; BigQuery; Statistics,3,2024-06-25,False,False,Active
JOB-0320,Associate Data Analyst,Highspot,"Bellevue, WA",Hybrid,,,Looker; A/B Testing; Spark; Azure; Power BI,3,2024-06-21,False,False,Active
JOB-0321,Jr. Data Engineer,Providence Health,"Seattle, WA",Remote,72000,92000,Stakeholder Management; Azure; dbt,3,2024-11-04,False,False,Active
JOB-0322,Product Analyst,Zillow,Remote,Hybrid,,,BigQuery; SQL; Stakeholder Management; Statistics; Snowflake; AWS; R,1,2024-12-13,False,False,Active
JOB-0323,Product Data Analyst,T-Mobile,"Kirkland, WA",Remote,55000,70000,GCP; Looker; AWS,0,2024-08-15,False,False,Active
JOB-0324,Marketing Analyst,Amazon,"Seattle, WA",On-site,80000,95000,Stakeholder Management; A/B Testing; Communication; Azure,1,2024-10-09,True,False,Active
JOB-0325,Product Analyst,REI,"Bellevue, WA",On-site,115000,135000,Python; Excel; dbt; Tableau; Spark; GCP,1,2024-07-20,False,False,Active
JOB-0326,Analytics Engineer,PwC,"Redmond, WA",Hybrid,55000,80000,SQL; A/B Testing; R; Excel,0,2024-07-03,False,False,Active
JOB-0327,Jr. Data Analyst,Convoy,"Seattle, WA",Remote,,,Stakeholder Management; Excel; GCP; Statistics; Power BI; Azure; Communication,1,2024-06-22,False,False,Active
JOB-0328,Product Data Analyst,Accenture,"Redmond, WA",Remote,55000,70000,Looker; AWS; GCP; SQL; Statistics; BigQuery; Python,1,2024-07-11,False,False,Active
JOB-0329,Marketing Analyst,Seattle Children's,"Bellevue, WA",Hybrid,65000,75000,A/B Testing; SQL; Statistics,1,2024-10-22,False,False,Active
JOB-0330,Product Data Analyst,Expedia,"Seattle, WA",Remote,,,GCP; Stakeholder Management; A/B Testing; Spark; Power BI,1,2024-10-03,False,False,Active
JOB-0331,Jr. Data Engineer,T-Mobile,"Bellevue, WA",Hybrid,,,Stakeholder Management; Python; A/B Testing,1,2023-01-08,False,False,Expired
JOB-0332,Growth Analyst,Highspot,"Redmond, WA",On-site,,,Stakeholder Management; Excel; GCP,2,2024-07-06,False,False,Active
JOB-0333,Financial Analyst,Boeing,"Bellevue, WA",Remote,,,Excel; Python; Looker; Power BI; Communication; Snowflake,1,2024-07-17,False,False,Active
JOB-0334,Business Operations Analyst,Convoy,"Kirkland, WA",Remote,55000,70000,Power BI; SQL; Azure; Statistics; R; Data Modeling; AWS,1,2024-10-28,False,False,Active
JOB-0335,Finance Analyst,Boeing,"Redmond, WA",Hybrid,72000,92000,Statistics; Azure; BigQuery; A/B Testing; Looker; Power BI,3,2024-08-20,True,False,Active
JOB-0336,FP&A Analyst,Convoy,"Seattle, WA",On-site,55000,75000,dbt; Snowflake; AWS; GCP,1,2024-06-21,False,False,Active
JOB-0337,Financial Analyst,Nordstrom,Remote,On-site,72000,97000,Communication; dbt; Power BI; Snowflake; BigQuery; Tableau; Stakeholder Management,1,2024-09-05,False,True,Active
JOB-0338,Analytics Engineer,Outreach,"Kirkland, WA",Hybrid,,,Data Modeling; Machine Learning; Azure; Statistics; AWS,0,2024-08-14,False,False,Active
JOB-0339,Business Intelligence Developer,Boeing,"Kirkland, WA",Remote,80000,90000,Statistics; Spark; R; Excel,0,2024-06-22,True,False,Active
JOB-0340,Operations Analyst,Accenture,"Redmond, WA",Remote,,,Spark; Excel; R; Python; Data Modeling,2,2024-08-16,False,False,Active
JOB-0341,Financial Analyst,T-Mobile,"Kirkland, WA",Remote,65000,75000,Power BI; Machine Learning; Snowflake; BigQuery; Azure,2,2024-07-02,False,False,Active
JOB-0342,FP&A Analyst,REI,"Seattle, WA",Remote,65000,85000,Data Modeling; Statistics; Communication; Python,1,2024-10-22,False,False,Active
JOB-0343,Jr. Data Analyst,McKinsey,Remote,Remote,,,Python; A/B Testing; Stakeholder Management; GCP,0,2024-10-20,False,False,Active
JOB-0344,Data Engineer,Zillow,Remote,On-site,65000,80000,Azure; Machine Learning; R; Looker; Tableau,0,2024-11-11,False,False,Active
JOB-0345,Analytics Engineer,Highspot,"Kirkland, WA",Remote,65000,75000,Power BI; Data Modeling; Machine Learning; Python; Excel; Stakeholder Management; Spark,1,2024-07-07,False,False,Active
JOB-0346,Associate Product Analyst,T-Mobile,"Bellevue, WA",On-site,72000,87000,BigQuery; Spark; Data Modeling; Tableau; Looker; Snowflake,2,2024-08-25,False,False,Active
JOB-0347,Data Engineer,Convoy,"Bellevue, WA",Remote,80000,90000,SQL; GCP; R; dbt; Power BI; Data Modeling; Communication,2,2024-12-21,False,False,Active
JOB-0348,Product Data Analyst,Microsoft,Remote,Hybrid,,,dbt; Communication; Looker; Python; GCP; Power BI,3,2024-10-19,True,False,Active
