sale_id,date,shop_name,category,item,quantity,unit_price,total,payment_method
TXN-03233,2024-07-13,ode-cafe,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-03234,2024-07-13,ode-cafe,Pastry,Pastry Item 2,1,3.5,3.5,Mobile
TXN-03235,2024-07-13,ode-cafe,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-03236,2024-07-13,ode-cafe,Smoothie,Smoothie Item 2,1,6.5,6.5,Cash
TXN-03237,2024-07-13,ode-cafe,Espresso,Espresso Item 4,2,4.75,9.5,Card
TXN-03238,2024-07-13,ode-cafe,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-03239,2024-07-13,Suzzallo Roasters,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-03240,2024-07-13,Suzzallo Roasters,Smoothie,Smoothie Item 1,2,6.5,13.0,Card
TXN-03241,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 5,1,3.5,3.5,Cash
TXN-03242,07/13/2024,Suzzallo Roasters,Tea,Tea Item 4,1,3.25,3.25,Cash
TXN-03243,2024-07-13,Suzzallo Roasters,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-03244,2024-07-13,Suzzallo Roasters,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-03245,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 5,2,3.5,7.0,Cash
TXN-03246,2024-07-13,Suzzallo Roasters,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-03247,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-03248,2024-07-13,Suzzallo Roasters,Sandwich,Sandwich Item 4,1,8.75,8.75,Mobile
TXN-03249,2024-07-13,Suzzallo Roasters,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-03250,2024-07-13,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Card
TXN-03251,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 4,2,3.5,7.0,Mobile
TXN-03252,07/13/2024,Suzzallo Roasters,Espresso,Espresso Item 2,2,4.75,9.5,Card
TXN-03253,07/13/2024,Suzzallo Roasters,Pastry,Pastry Item 1,1,3.5,3.5,Card
TXN-03254,2024-07-13,Suzzallo Roasters,Tea,Tea Item 4,1,3.25,3.25,Mobile
TXN-03255,2024-07-13,Suzzallo Roasters,Smoothie,Smoothie Item 3,2,6.5,13.0,Cash
TXN-03256,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-03257,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 2,1,3.5,3.5,Mobile
TXN-03258,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 2,1,3.5,3.5,Cash
TXN-03259,2024-07-13,Suzzallo Roasters,Espresso,Espresso Item 1,2,4.75,9.5,Card
TXN-03260,2024-07-13,Suzzallo Roasters,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-03261,2024-07-13,Suzzallo Roasters,Espresso,Espresso Item 3,2,4.75,9.5,Cash
TXN-03262,2024-07-13,Suzzallo Roasters,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Mobile
TXN-03263,2024-07-13,Suzzallo Roasters,Smoothie,Smoothie Item 1,1,6.5,6.5,Card
TXN-03264,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 2,2,3.5,7.0,Card
TXN-03265,07/13/2024,Suzzallo Roasters,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Mobile
TXN-03266,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 4,2,3.5,7.0,Cash
TXN-03267,2024-07-13,Suzzallo Roasters,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-03268,07/13/2024,Suzzallo Roasters,Espresso,Espresso Item 3,3,4.75,14.25,Card
TXN-03269,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 4,2,3.5,7.0,Card
TXN-03270,2024-07-13,Suzzallo Roasters,Pastry,Pastry Item 4,2,3.5,7.0,Card
TXN-03271,2024-07-13,Med Brew,Pastry,Pastry Item 4,1,3.5,3.5,Mobile
TXN-03272,2024-07-13,Med Brew,Pastry,Pastry Item 4,2,3.5,7.0,Cash
TXN-03273,07/13/2024,Med Brew,Smoothie,Smoothie Item 3,1,6.5,6.5,Mobile
TXN-03274,2024-07-13,Med Brew,Espresso,Espresso Item 4,1,4.75,4.75,Mobile
TXN-03275,2024-07-13,Med Brew,Tea,Tea Item 1,1,3.25,3.25,Cash
TXN-03276,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 4,2,5.25,10.5,Card
TXN-03277,07/13/2024,Med Brew,Smoothie,Smoothie Item 3,2,6.5,13.0,Card
TXN-03278,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Mobile
TXN-03279,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Cash
TXN-03280,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Cash
TXN-03281,2024-07-13,Med Brew,Sandwich,Sandwich Item 1,2,8.75,17.5,Mobile
TXN-03282,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 4,2,5.25,10.5,Card
TXN-03283,2024-07-13,Med Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-03284,2024-07-13,Med Brew,Espresso,Espresso Item 4,2,4.75,9.5,Card
TXN-03285,2024-07-13,Med Brew,Tea,Tea Item 5,1,3.25,3.25,Cash
TXN-03286,07/13/2024,Med Brew,Espresso,Espresso Item 5,3,4.75,14.25,Mobile
TXN-03287,2024-07-13,Med Brew,Espresso,Espresso Item 5,1,4.75,4.75,Mobile
TXN-03288,2024-07-13,Med Brew,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-03289,2024-07-13,Med Brew,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-03290,2024-07-13,Med Brew,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-03291,2024-07-13,Med Brew,Smoothie,Smoothie Item 5,1,6.5,6.5,Card
TXN-03292,2024-07-13,Med Brew,Pastry,Pastry Item 4,1,3.5,3.5,Mobile
TXN-03293,2024-07-13,Med Brew,Sandwich,Sandwich Item 3,2,8.75,17.5,Cash
TXN-03294,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-03295,07/13/2024,Med Brew,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-03296,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Cash
TXN-03297,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-03298,07/13/2024,Med Brew,Espresso,Espresso Item 4,1,4.75,4.75,Card
TXN-03299,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Card
TXN-03300,2024-07-13,Med Brew,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-03301,2024-07-13,Med Brew,Sandwich,Sandwich Item 3,3,8.75,26.25,Card
TXN-03302,2024-07-13,Med Brew,Pastry,Pastry Item 3,1,3.5,3.5,Mobile
TXN-03303,2024-07-13,Med Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-03304,2024-07-13,Med Brew,Sandwich,Sandwich Item 2,1,8.75,8.75,Cash
TXN-03305,2024-07-13,Med Brew,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-03306,2024-07-13,Med Brew,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-03307,2024-07-13,Med Brew,Pastry,Pastry Item 1,1,3.5,3.5,Cash
TXN-03308,2024-07-13,Med Brew,Pastry,Pastry Item 2,1,3.5,3.5,Card
TXN-03309,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Mobile
TXN-03310,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 3,2,5.25,10.5,Mobile
TXN-03311,2024-07-13,Med Brew,Espresso,Espresso Item 1,1,4.75,4.75,Mobile
TXN-03312,2024-07-13,Med Brew,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-03313,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 3,3,5.25,15.75,Card
TXN-03314,2024-07-13,Med Brew,Tea,Tea Item 4,1,3.25,3.25,Card
TXN-03315,2024-07-13,Med Brew,Pastry,Pastry Item 2,1,3.5,3.5,Mobile
TXN-03316,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 2,1,2.5,2.5,Card
TXN-03317,2024-07-13,Med Brew,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-03318,07/13/2024,Med Brew,Espresso,Espresso Item 5,2,4.75,9.5,Card
TXN-03319,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 2,2,5.25,10.5,Card
TXN-03320,07/13/2024,Med Brew,Espresso,Espresso Item 3,1,4.75,4.75,Mobile
TXN-03321,2024-07-13,Med Brew,Sandwich,Sandwich Item 3,1,8.75,8.75,Card
TXN-03322,2024-07-13,Med Brew,Espresso,Espresso Item 3,1,4.75,4.75,Card
TXN-03323,07/13/2024,Med Brew,Espresso,Espresso Item 1,3,4.75,14.25,Card
TXN-03324,2024-07-13,Med Brew,Espresso,Espresso Item 2,2,4.75,9.5,Card
TXN-03325,07/13/2024,Med Brew,Smoothie,Smoothie Item 5,3,6.5,19.5,Mobile
TXN-03326,07/13/2024,Med Brew,Pastry,Pastry Item 5,2,3.5,7.0,Mobile
TXN-03327,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Cash
TXN-03328,2024-07-13,Med Brew,Sandwich,Sandwich Item 4,2,8.75,17.5,Card
TXN-03329,07/13/2024,Med Brew,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Cash
TXN-03330,2024-07-13,Med Brew,Sandwich,Sandwich Item 5,1,8.75,8.75,Mobile
TXN-03331,2024-07-13,Med Brew,Tea,Tea Item 4,1,3.25,3.25,Cash
TXN-03332,2024-07-13,Med Brew,Smoothie,Smoothie Item 3,3,6.5,19.5,Cash
TXN-03333,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-03334,07/13/2024,Med Brew,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-03335,07/13/2024,Med Brew,Drip Coffee,Drip Coffee Item 3,1,2.5,2.5,Mobile
TXN-03336,2024-07-13,Med Brew,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-03337,2024-07-13,Med Brew,Sandwich,Sandwich Item 5,1,8.75,8.75,Mobile
TXN-03338,2024-07-13,Med Brew,Sandwich,Sandwich Item 1,1,8.75,8.75,Mobile
TXN-03339,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-03340,2024-07-13,Med Brew,Smoothie,Smoothie Item 2,2,6.5,13.0,Card
TXN-03341,2024-07-13,Med Brew,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-03342,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Mobile
TXN-03343,2024-07-13,Med Brew,Smoothie,Smoothie Item 1,1,6.5,6.5,Cash
TXN-03344,2024-07-13,Med Brew,Tea,Tea Item 3,1,3.25,3.25,Cash
TXN-03345,2024-07-13,Med Brew,Espresso,Espresso Item 5,2,4.75,9.5,Card
TXN-03346,2024-07-13,Med Brew,Tea,Tea Item 4,2,3.25,6.5,Card
TXN-03347,2024-07-13,Med Brew,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-03348,07/13/2024,Med Brew,Tea,Tea Item 5,1,3.25,3.25,Cash
TXN-03349,2024-07-13,Med Brew,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Mobile
TXN-03350,2024-07-13,Med Brew,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-03351,2024-07-13,portage-bay,Cold Brew,Cold Brew Item 1,2,5.25,10.5,Card
TXN-03352,2024-07-13,portage-bay,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-03353,2024-07-13,portage-bay,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-03354,2024-07-13,portage-bay,Smoothie,Smoothie Item 5,2,6.5,13.0,Card
TXN-03355,2024-07-13,portage-bay,Drip Coffee,Drip Coffee Item 2,2,2.5,5.0,Card
TXN-03356,2024-07-13,portage-bay,Tea,Tea Item 1,1,3.25,3.25,Cash
TXN-03357,2024-07-13,portage-bay,Sandwich,Sandwich Item 3,2,8.75,17.5,Card
TXN-03358,2024-07-13,portage-bay,Pastry,Pastry Item 4,1,3.5,3.5,Cash
TXN-03359,07/13/2024,portage-bay,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Mobile
TXN-03360,2024-07-13,portage-bay,Pastry,Pastry Item 4,2,3.5,7.0,Card
TXN-03361,2024-07-13,portage-bay,Pastry,Pastry Item 3,2,3.5,7.0,Card
TXN-03362,2024-07-13,portage-bay,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-03363,2024-07-13,portage-bay,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-03364,2024-07-13,portage-bay,Pastry,Pastry Item 2,2,3.5,7.0,Card
TXN-03365,2024-07-13,portage-bay,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-03366,2024-07-13,portage-bay,Espresso,Espresso Item 3,1,4.75,4.75,Cash
TXN-03367,2024-07-13,portage-bay,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-03368,2024-07-13,portage-bay,Drip Coffee,Drip Coffee Item 3,2,2.5,5.0,Mobile
TXN-03369,2024-07-13,portage-bay,Pastry,Pastry Item 1,1,3.5,3.5,Cash
TXN-03370,2024-07-13,portage-bay,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-03371,2024-07-13,portage-bay,Smoothie,Smoothie Item 3,2,6.5,13.0,Cash
TXN-03372,2024-07-13,portage-bay,Espresso,Espresso Item 5,2,4.75,9.5,Card
TXN-03373,2024-07-13,portage-bay,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Mobile
TXN-03374,2024-07-13,portage-bay,Smoothie,Smoothie Item 3,1,6.5,6.5,Cash
TXN-03375,2024-07-13,portage-bay,Cold Brew,Cold Brew Item 3,2,5.25,10.5,Card
TXN-03376,2024-07-13,portage-bay,Pastry,Pastry Item 1,2,3.5,7.0,Card
TXN-03377,2024-07-13,portage-bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Cash
TXN-03378,2024-07-13,portage-bay,Cold Brew,Cold Brew Item 3,3,5.25,15.75,Card
TXN-03379,2024-07-13,portage-bay,Tea,Tea Item 4,2,3.25,6.5,Card
TXN-03380,2024-07-13,portage-bay,Smoothie,Smoothie Item 2,1,6.5,6.5,Cash
TXN-03381,2024-07-13,portage-bay,Drip Coffee,Drip Coffee Item 5,1,2.5,2.5,Card
TXN-03382,2024-07-13,portage-bay,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-03383,2024-07-13,portage-bay,Smoothie,Smoothie Item 3,1,6.5,6.5,Cash
TXN-03384,2024-07-13,portage-bay,Espresso,Espresso Item 5,1,4.75,4.75,Mobile
TXN-03385,2024-07-13,portage-bay,Espresso,Espresso Item 3,3,4.75,14.25,Card
TXN-03386,2024-07-13,portage-bay,Sandwich,Sandwich Item 4,2,8.75,17.5,Card
TXN-03387,2024-07-13,portage-bay,Drip Coffee,Drip Coffee Item 5,2,2.5,5.0,Card
TXN-03388,2024-07-13,portage-bay,Pastry,Pastry Item 5,1,3.5,3.5,Mobile
TXN-03389,07/13/2024,portage-bay,Espresso,Espresso Item 3,1,4.75,4.75,Cash
TXN-03390,2024-07-13,portage-bay,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-03391,2024-07-13,portage-bay,Espresso,Espresso Item 2,2,4.75,9.5,Mobile
TXN-03392,2024-07-13,portage-bay,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-03393,2024-07-14,HUB Coffee,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-03394,2024-07-14,HUB Coffee,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-03395,2024-07-14,HUB Coffee,Smoothie,Smoothie Item 5,1,6.5,6.5,Card
TXN-03396,2024-07-14,HUB Coffee,Tea,Tea Item 3,1,3.25,3.25,Mobile
TXN-03397,2024-07-14,HUB Coffee,Espresso,Espresso Item 1,1,4.75,4.75,Cash
TXN-03398,2024-07-14,HUB Coffee,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-03399,2024-07-14,HUB Coffee,Smoothie,Smoothie Item 5,1,6.5,6.5,Card
TXN-03400,2024-07-14,HUB Coffee,Tea,Tea Item 1,2,3.25,6.5,Card
TXN-03401,2024-07-14,HUB Coffee,Smoothie,Smoothie Item 4,2,6.5,13.0,Card
TXN-03402,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-03403,2024-07-14,HUB Coffee,Espresso,Espresso Item 1,2,4.75,9.5,Card
TXN-03404,2024-07-14,HUB Coffee,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-03405,2024-07-14,HUB Coffee,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-03406,2024-07-14,HUB Coffee,Tea,Tea Item 5,1,3.25,3.25,Card
TXN-03407,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 2,2,8.75,17.5,Cash
TXN-03408,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 5,3,8.75,26.25,Cash
TXN-03409,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-03410,2024-07-14,HUB Coffee,Smoothie,Smoothie Item 4,2,6.5,13.0,Card
TXN-03411,2024-07-14,HUB Coffee,Drip Coffee,Drip Coffee Item 4,1,2.5,2.5,Cash
TXN-03412,2024-07-14,HUB Coffee,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-03413,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 2,2,5.25,10.5,Card
TXN-03414,2024-07-14,HUB Coffee,Smoothie,Smoothie Item 3,2,6.5,13.0,Card
TXN-03415,07/14/2024,HUB Coffee,Cold Brew,Cold Brew Item 5,1,5.25,5.25,Cash
TXN-03416,07/14/2024,HUB Coffee,Sandwich,Sandwich Item 2,1,8.75,8.75,Card
TXN-03417,2024-07-14,HUB Coffee,Espresso,Espresso Item 1,3,4.75,14.25,Cash
TXN-03418,2024-07-14,HUB Coffee,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Cash
TXN-03419,07/14/2024,HUB Coffee,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Cash
TXN-03420,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-03421,07/14/2024,HUB Coffee,Tea,Tea Item 1,1,3.25,3.25,Mobile
TXN-03422,2024-07-14,HUB Coffee,Tea,Tea Item 5,3,3.25,9.75,Mobile
TXN-03423,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Cash
TXN-03424,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-03425,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 3,2,5.25,10.5,Card
TXN-03426,07/14/2024,HUB Coffee,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-03427,2024-07-14,HUB Coffee,Pastry,Pastry Item 3,1,3.5,3.5,Cash
TXN-03428,2024-07-14,HUB Coffee,Tea,Tea Item 1,1,3.25,3.25,Card
TXN-03429,07/14/2024,HUB Coffee,Smoothie,Smoothie Item 4,2,6.5,13.0,Mobile
TXN-03430,2024-07-14,HUB Coffee,Tea,Tea Item 3,1,3.25,3.25,Card
TXN-03431,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Cash
TXN-03432,2024-07-14,HUB Coffee,Espresso,Espresso Item 4,2,4.75,9.5,Cash
TXN-03433,2024-07-14,HUB Coffee,Pastry,Pastry Item 1,1,3.5,3.5,Mobile
TXN-03434,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 1,1,8.75,8.75,Mobile
TXN-03435,2024-07-14,HUB Coffee,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-03436,2024-07-14,HUB Coffee,Espresso,Espresso Item 2,1,4.75,4.75,Mobile
TXN-03437,2024-07-14,HUB Coffee,Tea,Tea Item 5,2,3.25,6.5,Card
TXN-03438,2024-07-14,HUB Coffee,Pastry,Pastry Item 2,2,3.5,7.0,Card
TXN-03439,2024-07-14,HUB Coffee,Pastry,Pastry Item 3,1,3.5,3.5,Card
TXN-03440,07/14/2024,HUB Coffee,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Cash
TXN-03441,2024-07-14,HUB Coffee,Espresso,Espresso Item 4,2,4.75,9.5,Mobile
TXN-03442,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 4,2,8.75,17.5,Card
TXN-03443,07/14/2024,HUB Coffee,Pastry,Pastry Item 4,1,3.5,3.5,Card
TXN-03444,2024-07-14,HUB Coffee,Drip Coffee,Drip Coffee Item 3,2,2.5,5.0,Mobile
TXN-03445,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 4,2,5.25,10.5,Cash
TXN-03446,07/14/2024,HUB Coffee,Cold Brew,Cold Brew Item 1,3,5.25,15.75,Card
TXN-03447,2024-07-14,HUB Coffee,Pastry,Pastry Item 1,2,3.5,7.0,Cash
TXN-03448,2024-07-14,HUB Coffee,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-03449,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 2,3,8.75,26.25,Cash
TXN-03450,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 1,1,8.75,8.75,Mobile
TXN-03451,2024-07-14,HUB Coffee,Espresso,Espresso Item 3,2,4.75,9.5,Card
TXN-03452,07/14/2024,HUB Coffee,Cold Brew,Cold Brew Item 2,2,5.25,10.5,Card
TXN-03453,2024-07-14,HUB Coffee,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-03454,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-03455,2024-07-14,HUB Coffee,Sandwich,Sandwich Item 1,1,8.75,8.75,Card
TXN-03456,07/14/2024,Odegaard Cafe,Cold Brew,Cold Brew Item 5,2,5.25,10.5,Card
TXN-03457,2024-07-14,Odegaard Cafe,Drip Coffee,Drip Coffee Item 4,2,2.5,5.0,Mobile
TXN-03458,2024-07-14,Odegaard Cafe,Tea,Tea Item 2,2,3.25,6.5,Card
TXN-03459,2024-07-14,Odegaard Cafe,Sandwich,Sandwich Item 1,1,8.75,8.75,Mobile
TXN-03460,2024-07-14,Odegaard Cafe,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Cash
TXN-03461,2024-07-14,Odegaard Cafe,Drip Coffee,Drip Coffee Item 3,2,2.5,5.0,Card
TXN-03462,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 2,1,4.75,4.75,Card
TXN-03463,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 3,2,4.75,9.5,Mobile
TXN-03464,2024-07-14,Odegaard Cafe,Smoothie,Smoothie Item 1,1,6.5,6.5,Cash
TXN-03465,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 1,1,5.25,5.25,Card
TXN-03466,2024-07-14,Odegaard Cafe,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
TXN-03467,07/14/2024,Odegaard Cafe,Smoothie,Smoothie Item 4,1,6.5,6.5,Card
TXN-03468,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-03469,2024-07-14,Odegaard Cafe,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-03470,2024-07-14,Odegaard Cafe,Tea,Tea Item 5,2,3.25,6.5,Card
TXN-03471,2024-07-14,Odegaard Cafe,Sandwich,Sandwich Item 4,1,8.75,8.75,Cash
TXN-03472,2024-07-14,Odegaard Cafe,Pastry,Pastry Item 3,2,3.5,7.0,Mobile
TXN-03473,2024-07-14,Odegaard Cafe,Pastry,Pastry Item 1,1,3.5,3.5,Cash
TXN-03474,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 4,1,5.25,5.25,Card
TXN-03475,2024-07-14,Odegaard Cafe,Smoothie,Smoothie Item 2,1,6.5,6.5,Card
TXN-03476,2024-07-14,Odegaard Cafe,Drip Coffee,Drip Coffee Item 1,2,2.5,5.0,Card
TXN-03477,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Card
TXN-03478,2024-07-14,Odegaard Cafe,Pastry,Pastry Item 2,1,3.5,3.5,Cash
TXN-03479,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 1,1,4.75,4.75,Cash
TXN-03480,2024-07-14,Odegaard Cafe,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-03481,2024-07-14,Odegaard Cafe,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-03482,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Cash
TXN-03483,2024-07-14,Odegaard Cafe,Sandwich,Sandwich Item 5,1,8.75,8.75,Card
TXN-03484,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 1,1,4.75,4.75,Mobile
TXN-03485,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 3,1,5.25,5.25,Card
TXN-03486,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 1,2,4.75,9.5,Card
TXN-03487,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-03488,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 1,1,4.75,4.75,Card
TXN-03489,2024-07-14,Odegaard Cafe,Smoothie,Smoothie Item 1,2,6.5,13.0,Card
TXN-03490,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 3,2,4.75,9.5,Card
TXN-03491,2024-07-14,Odegaard Cafe,Sandwich,Sandwich Item 3,1,8.75,8.75,Mobile
TXN-03492,2024-07-14,Odegaard Cafe,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-03493,2024-07-14,Odegaard Cafe,Sandwich,Sandwich Item 4,1,8.75,8.75,Card
TXN-03494,2024-07-14,Odegaard Cafe,Smoothie,Smoothie Item 3,1,6.5,6.5,Card
TXN-03495,2024-07-14,Odegaard Cafe,Pastry,Pastry Item 4,2,3.5,7.0,Card
TXN-03496,07/14/2024,Odegaard Cafe,Pastry,Pastry Item 5,1,3.5,3.5,Card
TXN-03497,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 4,1,4.75,4.75,Mobile
TXN-03498,2024-07-14,Odegaard Cafe,Sandwich,Sandwich Item 5,1,8.75,8.75,Mobile
TXN-03499,2024-07-14,Odegaard Cafe,Pastry,Pastry Item 1,1,3.5,3.5,Cash
TXN-03500,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 2,1,5.25,5.25,Mobile
TXN-03501,2024-07-14,Odegaard Cafe,Tea,Tea Item 2,1,3.25,3.25,Card
TXN-03502,2024-07-14,Odegaard Cafe,Cold Brew,Cold Brew Item 1,2,5.25,10.5,Card
TXN-03503,2024-07-14,Odegaard Cafe,Espresso,Espresso Item 5,1,4.75,4.75,Card
TXN-03504,2024-07-14,Odegaard Cafe,Pastry,Pastry Item 1,1,3.5,3.5,Card
TXN-03505,2024-07-14,Odegaard Cafe,Smoothie,Smoothie Item 5,1,6.5,6.5,Cash
TXN-03506,2024-07-14,Odegaard Cafe,Drip Coffee,Drip Coffee Item 1,1,2.5,2.5,Card
